,name,floor,height,year,area
1302,SAION(サイオン)さくら坂,26,98.9,2009.0,東京都港区
1303,シティタワー円山神宮鳥居前,28,98.87,2005.0,北海道札幌市
1304,トッパンフォームズビル,19,98.86,2003.0,東京都港区
1305,石川県庁行政庁舎,19,98.8,2002.0,石川県金沢市
1306,臨海副都心青海地区北側R区画プロジェクト,20,98.8,2012.0,東京都江東区
1307,東京住友ツインビルディング 東館,24,98.76,1988.0,東京都中央区
1308,東京住友ツインビルディング 西館,21,98.76,1988.0,東京都中央区
1309,リバーピア吾妻橋ライフタワー,30,98.75,1989.0,東京都墨田区
1310,マルイトOBPビル,22,98.73,2005.0,大阪府大阪市
1311,ブランズタワー・ウェリス心斎橋SOUTH,30,98.7,2017.0,大阪府大阪市
1312,オリゾンマーレ,27,98.65,2004.0,東京都江東区
1313,シティタワー大崎ステーションフロント,29,98.63,2004.0,東京都品川区
1314,ライオンズタワー柏,27,98.598,2016.0,千葉県柏市
1315,プラウドタワー武蔵浦和テラス,28,98.59,2008.0,埼玉県さいたま市
1316,メトロポリタンプラザビル,22,98.54,1992.0,東京都豊島区
1317,横浜グランゲート(YOKOHAMA GRANGATE),18,98.5,2020.0,神奈川県横浜市
1318,カシオ本社ビル,22,98.5,1997.0,東京都渋谷区
1319,ニチレイ東銀座ビル,22,98.5,1991.0,東京都中央区
1320,千葉工業大学 津田沼キャンパス 新2号棟,20,98.5,2011.0,千葉県習志野市
1321,ザ・リバープレイス イーストタワー,28,98.48,2004.0,東京都大田区
1322,クレヴィアタワー大阪本町,30,98.47,2019.0,大阪府大阪市
1323,中之島インテス,22,98.46,1992.0,大阪府大阪市
1324,パークコート虎ノ門愛宕タワー,30,98.4,2008.0,東京都港区
1325,ミッドサザン・レジデンス御殿山,27,98.39,2007.0,東京都品川区
1326,プラウドタワー武蔵浦和ガーデン,29,98.37,2008.0,埼玉県さいたま市
1327,新日本橋ビル(仮称)新築工事,15,98.33,2019.0,大阪府大阪市
1328,みなとみらいセンタービル,21,98.2,2010.0,神奈川県横浜市
1329,プリズムタワー,27,98.18,2009.0,東京都目黒区
1330,ザ・リバープレイス ウエストタワー,28,98.15,2005.0,東京都大田区
1331,(仮称)虎ノ門二丁目計画B街区,17,98.0,2022.0,東京都港区
1332,大阪府営東大阪春宮住宅 10棟,31,98.0,1999.0,大阪府東大阪市
1333,九段第3合同庁舎・千代田区役所本庁舎,23,98.0,2007.0,東京都千代田区
1334,虎ノ門2丁目タワー,21,98.0,1999.0,東京都港区
1335,大阪府営東大阪春宮住宅 2棟,31,98.0,1999.0,大阪府東大阪市
1336,マークス・アネシスタワー東静岡,28,98.0,2014.0,静岡県静岡市
1337,カスタリア大濠ベイタワー(旧ディーウイング・ベイタワー),30,98.0,2006.0,福岡県福岡市
1338,アトラスタワー北千住,26,97.92,2004.0,東京都足立区
1339,ストーリア品川,31,97.9,2003.0,東京都港区
1340,王子飛鳥山 ザ・ファースト タワー&レジデンス,29,97.86,2016.0,東京都北区
1341,東京慈恵会医科大学付属病院 中央棟,21,97.8,1999.0,東京都港区
1342,百道タワー,27,97.75,2004.0,福岡県福岡市
1343,仙台マークワン,19,97.68,2008.0,宮城県仙台市
1344,TOC有明,21,97.6,2006.0,東京都江東区
1345,千里朝日阪急ビル,22,97.56,1992.0,大阪府豊中市
1346,ザ・ベルグレイヴィア麻布(旧パークハビオ麻布タワー),27,97.55,2009.0,東京都港区
1347,ビュータワー八王子,28,97.5,2003.0,東京都八王子市
1348,大泉学園ゆめりあタワー,27,97.5,2002.0,東京都練馬区
1349,イースト21タワー(東京イースト21),21,97.45,1992.0,東京都江東区
1350,ザ・クレストタワー熱海,29,97.39,2017.0,静岡県熱海市
1351,M・YAMANO TOWER,27,97.35,2007.0,東京都渋谷区
1352,ライオンズ四谷タワーゲート,29,97.28,2007.0,東京都新宿区
1353,ニッセイ池袋ビル,21,97.27,2011.0,東京都豊島区
1354,川崎駅前タワー・リバーク,22,97.2,1994.0,神奈川県川崎市
1355,ホテルニューオータニ幕張,25,97.2,1993.0,千葉県千葉市
1356,プラウドタワー神戸県庁前,28,97.16,2012.0,兵庫県神戸市
1357,シティタワー大井町,29,97.15,2019.0,東京都品川区
1358,エイペックスタワー浦和,31,97.15,2003.0,埼玉県さいたま市
1359,ステーションフロントタワー,30,97.15,2000.0,東京都豊島区
1360,パークタワー芝浦ベイワード アーバンウィング,29,97.14,2005.0,東京都港区
1361,大山町クロスポイント周辺地区第一種市街地再開発事業施設建築物 A街区,26,97.1,2023.0,東京都板橋区
1362,ライオンズタワー千種,27,97.1,2004.0,愛知県名古屋市
1363,フェスタ立花南館ウエスト,27,97.0,2000.0,兵庫県尼崎市
1364,ラグザタワー,24,97.0,1999.0,大阪府大阪市
1365,グランパークハイツ,28,97.0,1996.0,東京都港区
1366,メディックス三萩野レジデンシャルタワー,27,97.0,2003.0,福岡県北九州市
1367,スカイフロントタワー川口,29,97.0,1994.0,埼玉県川口市
1368,フェスタ立花南館イースト,27,97.0,2000.0,兵庫県尼崎市
1369,からくさホテルグランデ新大阪タワー,24,97.0,2019.0,大阪府大阪市
1370,ローレルタワー夕陽丘 ウエストレジデンス,29,96.96,2013.0,大阪府大阪市
1371,東京建物仙台ビル,20,96.95,2009.0,宮城県仙台市
1372,ファミールタワープラザ岡山,29,96.88,1996.0,岡山県岡山市
1373,さいたま新都心ビル(仮称)新築事業,20,96.83,2017.0,埼玉県さいたま市
1374,東京区政会館,21,96.8,2005.0,東京都千代田区
1375,パークタワーあべのグランエア,27,96.8,2013.0,大阪府大阪市
1376,リーデンスタワー,28,96.72,2001.0,東京都荒川区
1377,ホテル日航高知旭ロイヤル,22,96.6,1995.0,高知県高知市
1378,クラッシィタワー東中野,27,96.55,2015.0,東京都中野区
1379,シェラトンホテル広島,21,96.5,2010.0,広島県広島市
1380,あべのnini(アートアルテール コンドミニアムフロア),24,96.45,2011.0,大阪府大阪市
1381,タワーレジデンス四谷,23,96.4,2002.0,東京都新宿区
1382,HF駒沢公園レジデンスタワー(旧トゥールジョーヌ駒沢公園),30,96.4,2000.0,東京都世田谷区
1383,パークハウス ワンズタワー,27,96.36,2009.0,東京都東村山市
1384,元麻布ヒルズフォレストタワー,29,96.35,2002.0,東京都港区
1385,パシフィックレジデンスタワーみなとみらい,29,96.35,2008.0,神奈川県横浜市
1386,アーバンネット大手町ビル,22,96.27,1990.0,東京都千代田区
1387,シティタワーグラン須磨鷹取,30,96.25,2007.0,兵庫県神戸市
1388,サウスフロントタワー町田,30,96.25,1999.0,東京都町田市
1389,パシフィックロイヤルコートみなとみらい オーシャンタワー,29,96.25,2007.0,神奈川県横浜市
1390,リヴァリエ A棟,29,96.241,2013.0,神奈川県川崎市
1391,エルザ世田谷,29,96.2,2005.0,東京都世田谷区
1392,大江戸タワーレジデンス,26,96.15,2015.0,東京都台東区
1393,ラクレイス西新レジデンシャルタワー,29,96.15,2014.0,福岡県福岡市
1394,千里ライフサイエンスセンタービル,21,96.11,1992.0,大阪府豊中市
1395,プラウドタワー大津,29,96.01,2013.0,滋賀県大津市
1396,横浜第2合同庁舎,23,96.0,1993.0,神奈川県横浜市
1397,新宿ワシントンホテル,25,96.0,1983.0,東京都新宿区
1398,中野サンクォーレタワー,26,96.0,1994.0,東京都中野区
1399,札幌全日空ホテル,26,96.0,1974.0,北海道札幌市
1400,新宿イーストサイドスクエア,20,96.0,2012.0,東京都新宿区
1401,エイヴィスタワー西宮,28,96.0,2003.0,兵庫県西宮市
1402,ネクサス百道レジデンシャルタワー,27,96.0,1996.0,福岡県福岡市
1403,ライオンズステージ府中シティタワー,30,96.0,2003.0,東京都府中市
1404,北洋大通センター,19,96.0,2010.0,北海道札幌市
1405,エルグレース神戸三宮 タワーステージ,29,95.9,2009.0,兵庫県神戸市
1406,住友不動産原宿ビル,20,95.8,2007.0,東京都渋谷区
1407,トッパン小石川ビル,21,95.8,2000.0,東京都文京区
1408,ファミール月島グランスイートタワー,30,95.7,2002.0,東京都中央区
1409,全日空ホテルクレメント高松,20,95.7,2001.0,香川県高松市
1410,西神田コスモス館,25,95.64,1999.0,東京都千代田区
1411,リヴァリエ B棟,29,95.614,2015.0,神奈川県川崎市
1412,D’グランセ上町台ハイレジデンス,28,95.58,2009.0,大阪府大阪市
1413,渋谷マークシティ ウエスト,23,95.55,2000.0,東京都渋谷区
1414,タワー・ザ・ファースト静岡,26,95.54,2010.0,静岡県静岡市
1415,プレミアムタワー静岡,26,95.45,2015.0,静岡県静岡市
1416,千葉県庁本庁舎,20,95.4,1996.0,千葉県千葉市
1417,ドリームタワーキュアレジデンス,31,95.37,2007.0,埼玉県川口市
1418,ベルドゥムール ランドマーク秋田,30,95.33,2003.0,秋田県秋田市
1419,光が丘パークタウン 大通り中央 3号棟,30,95.3,1992.0,東京都練馬区
1420,芝浦スクエアビル,21,95.3,1989.0,東京都港区
1421,都営横川五丁目第2アパート 4号館,28,95.3,1998.0,東京都墨田区
1422,ローレルコート与力町エルグレース,26,95.2,2005.0,大阪府大阪市
1423,リエトコート アルクスタワー,27,95.18,2007.0,東京都中央区
1424,新宿アインスタワー,29,95.12,2004.0,東京都新宿区
1425,青海フロンティアビル,21,95.085,1996.0,東京都江東区
1426,ブランズシティ守谷エアリータワー,30,95.05,2009.0,茨城県守谷市
1427,泉佐野センタービル,17,95.01,1992.0,大阪府泉佐野市
1428,ホテル メトロポリタン,25,95.0,1985.0,東京都豊島区
1429,ザ・宝塚タワー,28,95.0,2012.0,兵庫県宝塚市
1430,アルカタワーズ錦糸町 アルカセントラル,22,95.0,1997.0,東京都墨田区
1431,プラウドタワー武蔵小金井,25,95.0,2008.0,東京都小金井市
1432,NHK名古屋,21,95.0,1991.0,愛知県名古屋市
1433,アルカタワーズ錦糸町 アルカウエストAIGタワー,22,95.0,1997.0,東京都墨田区
1434,TBS放送センター,20,95.0,1994.0,東京都港区
1435,タワーシティ長崎タワーコート,28,95.0,2004.0,長崎県長崎市
1436,シティタワー郡山,24,94.994,2010.0,福島県郡山市
1437,ザ・ライオンズ大通公園タワー,30,94.99,2012.0,北海道札幌市
1438,ザ・ライオンズ定禅寺タワー,29,94.96,2011.0,宮城県仙台市
1439,パークシティ新川崎 東二番街 G棟,30,94.9,1987.0,神奈川県川崎市
1440,マークス・ザ・タワー清水,25,94.9,2012.0,静岡県静岡市
1441,パークシティ新川崎 西三番街 D棟,30,94.9,1988.0,神奈川県川崎市
1442,アサヒビールタワー,22,94.9,1989.0,東京都墨田区
1443,ソルクレスト川口ザ・タワー,30,94.89,2006.0,埼玉県川口市
1444,プラウドタワー東五反田,25,94.89,2009.0,東京都品川区
1445,ベイマークスクエア マリナコートタワー,30,94.83,2000.0,千葉県千葉市
1446,ベイマークスクエア シティコートタワー,30,94.83,2000.0,千葉県千葉市
1447,京セラ本社ビル,20,94.82,1998.0,京都府京都市
1448,エミエルタワー竹の塚,27,94.71,2005.0,東京都足立区
1449,日暮里アインスタワー,28,94.673,2005.0,東京都荒川区
1450,アスト津(ホテルグリーンパーク津),18,94.63,2001.0,三重県津市
1451,ニューシティ東戸塚 タワーズシティ1st,29,94.62,1990.0,神奈川県横浜市
1452,銀座タワー,25,94.6,2003.0,東京都中央区
1453,東戸塚教育センター新館,23,94.6,1992.0,神奈川県横浜市
1454,ヨコソーレインボータワー,23,94.6,1995.0,東京都港区
1455,堺市役所 高層館,21,94.6,1991.0,大阪府堺市
1456,アルカタワーズ錦糸町 東武ホテルレバント東京,24,94.6,1997.0,東京都墨田区
1457,シティハイツ竹芝,23,94.55,1998.0,東京都港区
1458,読売テレビ新社屋,17,94.52,2019.0,大阪府大阪市
1459,平和大通り電気ビル,20,94.4,1996.0,広島県広島市
1460,マジェスタワー六本木,27,94.365,2006.0,東京都港区
1461,大山町クロスポイント周辺地区第一種市街地再開発事業施設建築物 D街区,25,94.35,2023.0,東京都板橋区
1462,青山エムズタワー,25,94.31,2008.0,東京都港区
1463,本町橋タワー,21,94.3,2010.0,大阪府大阪市
1464,東京アルバタワー,31,94.25,2001.0,東京都荒川区
1465,クサツウエストロイヤルタワー,25,94.15,1992.0,滋賀県草津市
1466,新青山ビル 東館,23,94.1,1978.0,東京都港区
1467,新青山ビル 西館,23,94.1,1978.0,東京都港区
1468,ハーバーランド ダイヤニッセイビル,21,94.1,1992.0,兵庫県神戸市
1469,TOCみなとみらい,19,94.095,2009.0,神奈川県横浜市
1470,興和住生築地ビル,23,94.01,1985.0,東京都中央区
1471,JR南新宿ビル,18,94.0,2012.0,東京都渋谷区
1472,アルテ横浜,27,94.0,1992.0,神奈川県横浜市
1473,浦和ロイヤルパインズホテル,20,94.0,1999.0,埼玉県さいたま市
1474,新宿プリンスホテル,25,94.0,1977.0,東京都新宿区
1475,JONAI TOWER(城内タワー),27,94.0,2005.0,福岡県北九州市
1476,北農ビル,20,94.0,2001.0,北海道札幌市
1477,三菱UFJ銀行大阪ビル 別館,18,93.99,2017.0,大阪府大阪市
1478,内幸町平和ビル(第一ホテルアネックス),20,93.85,1989.0,東京都千代田区
1479,神戸ベイシェラトン ホテル&タワーズ,21,93.85,1992.0,兵庫県神戸市
1480,光が丘パークタウン プロムナード十番街 1号棟,30,93.85,1989.0,東京都練馬区
1481,練馬区役所庁舎新館,21,93.82,1996.0,東京都練馬区
1482,愛知大学 名古屋キャンパス 本館,20,93.8,2017.0,愛知県名古屋市
1483,コスモ東京ベイタワー,26,93.7,2000.0,東京都中央区
1484,プラウドタワー二子玉川,27,93.7,2005.0,東京都世田谷区
1485,パークサイドタワーコスモ川口ステーションフロント,29,93.65,2005.0,埼玉県川口市
1486,千葉工業大学 津田沼キャンパス 新1号棟,20,93.65,2008.0,千葉県習志野市
1487,品川イーストシティタワー,26,93.65,2018.0,東京都品川区
1488,名古屋インターシティ,19,93.61,2008.0,愛知県名古屋市
1489,ホテル近鉄ユニバーサル・シティ,25,93.6,2001.0,大阪府大阪市
1490,シテヌーブ北千住30,30,93.6,1990.0,東京都足立区
1491,御成門M-SQUARE(パークアクシス御成門),21,93.58,2011.0,東京都港区
1492,ベルヴュオフィス名古屋(名鉄イン名古屋駅新幹線口),23,93.52,2016.0,愛知県名古屋市
1493,和歌山マリーナシティ・シエルヴィータ,28,93.5,2007.0,和歌山県和歌山市
1494,ココネ上福岡,25,93.41,2006.0,埼玉県ふじみ野市
1495,パークタワー西新宿エムズポート,27,93.39,2014.0,東京都新宿区
1496,リヴァリエ C棟,28,93.316,2017.0,神奈川県川崎市
1497,メルクマール京王笹塚レジデンス,21,93.27,2015.0,東京都渋谷区
1498,大崎ニューシティ3号館 日精ビルディング,21,93.25,1987.0,東京都品川区
1499,北品川ONビル,21,93.25,1990.0,東京都品川区
1500,パークシティ杉並セントラルタワー,28,93.1,2000.0,東京都杉並区
1501,鹿児島県庁舎,18,93.09,1996.0,鹿児島県鹿児島市
1502,住友不動産新宿セントラルパークビル,17,93.08,2010.0,東京都新宿区
1503,新お茶の水ビルディング,22,93.07,1981.0,東京都千代田区
1504,コーシャタワー小松川,30,93.0,1993.0,東京都江戸川区
1505,東京慈恵会医科大学 大学1号館,18,93.0,2002.0,東京都港区
1506,サンウッド三田パークサイドタワー,25,93.0,2005.0,東京都港区
1507,スカイプラザ・ユーカリが丘サウスタワー,29,93.0,1990.0,千葉県佐倉市
1508,ホテルモントレエーデルホフ札幌,22,93.0,2000.0,北海道札幌市
1509,新大阪トラストタワー(新大阪MTビル2号館),21,93.0,1994.0,大阪府大阪市
1510,大宮法科大学院ビル,19,93.0,2005.0,埼玉県さいたま市
1511,北國新聞会館,21,93.0,1991.0,石川県金沢市
1512,セントラルレジデンス シティタワー池袋,26,92.95,2003.0,東京都豊島区
1513,マークスタワー,28,92.95,2006.0,東京都荒川区
1514,アトラスタワー小石川,28,92.9,2004.0,東京都文京区
1515,芝浦ルネサイトタワー,19,92.88,2009.0,東京都港区
1516,興和川崎東口ビル,21,92.8,1988.0,神奈川県川崎市
1517,錦パークビル,22,92.7,1995.0,愛知県名古屋市
1518,大崎ブライトコア,20,92.6,2015.0,東京都品川区
1519,アルカタワーズ錦糸町 アルカイースト,19,92.6,1997.0,東京都墨田区
1520,大宮JPビルディング,20,92.51,2014.0,埼玉県さいたま市
1521,ライオンズタワー府中,30,92.5,2000.0,東京都府中市
1522,ライオンズタワー神戸旧居留地,27,92.5,2006.0,兵庫県神戸市
1523,東京芸術センター,22,92.5,2006.0,東京都足立区
1524,安全ビル(安全ビルレジデンス),22,92.5,2007.0,東京都港区
1525,(仮称)羽沢横浜国大駅前 A地区 開発計画,23,92.5,2024.0,神奈川県横浜市
1526,D’グラフォート ザ・タワー郡山,27,92.34,2008.0,福島県郡山市
1527,シティタワー勾当台公園,26,92.25,2008.0,宮城県仙台市
1528,スカイシティ南砂,28,92.15,1988.0,東京都江東区
1529,EX TOWER,17,92.12,2013.0,東京都港区
1530,東京高等地方簡易裁判所合同庁舎,19,92.0,1983.0,東京都千代田区
1531,京王品川ビル,19,92.0,2004.0,東京都港区
1532,文化学園大学(旧文化女子大学),21,92.0,1998.0,東京都渋谷区
1533,麹町ミレニアムガーデンオフィスタワー,21,92.0,2000.0,東京都千代田区
1534,横浜東口ウィスポートビル(旧日産横浜ビル),22,92.0,1991.0,神奈川県横浜市
1535,プレミアホテル 中島公園 札幌(旧ノボテル札幌),25,92.0,1988.0,北海道札幌市
1536,晴海アイランド トリトンスクエア アーバンタワー,28,92.0,2001.0,東京都中央区
1537,中野サンプラザ,21,92.0,1973.0,東京都中野区
1538,コンカード横浜ビル,20,92.0,2008.0,神奈川県横浜市
1539,ライオンズマンション札幌スカイタワー,28,92.0,1995.0,北海道札幌市
1540,丸の内ホテル,17,92.0,2004.0,東京都千代田区
1541,アンペレーナ百道,24,92.0,2008.0,福岡県福岡市
1542,マリオス盛岡地域交流センター,20,92.0,1997.0,岩手県盛岡市
1543,ミント神戸,18,92.0,2006.0,兵庫県神戸市
1544,B’Sタワー橋本ステーションフロント E棟,28,92.0,2000.0,神奈川県相模原市
1545,(仮称)秀和青山レジデンスマンション建替計画,26,91.9,2025.0,東京都渋谷区
1546,アーバンビュー渚ガーデン/タワーヴィレッジ2番館,28,91.87,2005.0,広島県広島市
1548,ソーラ新大阪21,21,91.8,1994.0,大阪府大阪市
1549,メルキュールホテル横須賀,20,91.8,1993.0,神奈川県横須賀市
1550,コアマンション大手門タワー,27,91.8,2003.0,福岡県福岡市
1551,グレーシアタワーズ海老名 THE WEST,25,91.7,2020.0,神奈川県海老名市
1552,近鉄新難波ビル,20,91.7,2001.0,大阪府大阪市
1553,グレーシアタワーズ海老名 THE EAST,25,91.69,2019.0,神奈川県海老名市
1554,(仮称)日鐵日本橋ビル建替計画,18,91.66,2017.0,東京都中央区
1555,エプソン大阪ビル,21,91.65,1994.0,大阪府大阪市
1556,ビュータワー住吉館,27,91.6,1999.0,兵庫県神戸市
1557,東京工業大学すずかけ台J2・J3棟,20,91.35,2012.0,神奈川県横浜市
1558,久留米市役所本庁舎,20,91.3,1995.0,福岡県久留米市
1559,プレミスト浜松中央タワー,25,91.18,2014.0,静岡県浜松市
1560,(仮称)港区新橋6丁目計画,27,91.15,2021.0,東京都港区
1561,センチュリータワー,21,91.14,1991.0,東京都文京区
1562,梅田ゲートタワー,21,91.07,2009.0,大阪府大阪市
1563,緑井スカイステージ,28,91.06,2003.0,広島県広島市
1564,マークゼロワン曳舟タワー,26,91.04,2007.0,東京都墨田区
1565,グランドプリンスホテル広島,23,91.0,1994.0,広島県広島市
1566,シティタワー九段下,25,91.0,2007.0,東京都千代田区
1567,浜松町スクエア,20,91.0,2004.0,東京都港区
1568,船堀駅前トキタワー,27,91.0,1991.0,東京都江戸川区
1569,六本木ファーストビル,20,91.0,1993.0,東京都港区
1570,アルバックスタワー金山駅前,27,90.91,2015.0,愛知県名古屋市
1571,伊藤忠ビル,22,90.9,1980.0,東京都港区
1572,ザ・エンブル七間町,27,90.828,2017.0,静岡県静岡市
1573,広島ビジネスタワー,21,90.8,2009.0,広島県広島市
1574,ライオンズタワー相模原ステーショングランデ,28,90.75,2010.0,神奈川県相模原市
1576,ウィスティリア伝馬町 タワーレジデンス,25,90.7,2012.0,静岡県静岡市
1577,住宅金融支援機獄{店(旧住宅金融公庫),16,90.7,1994.0,東京都文京区
1578,ディーウイング・ハーバービュータワー,30,90.65,2009.0,福岡県福岡市
1579,神谷町MTビル,20,90.63,1993.0,東京都港区
1580,新宿ファーストウエスト,18,90.54,2003.0,東京都新宿区
1581,ザ・パークハウス 広島タワー,26,90.52,2015.0,広島県広島市
1582,アパホテル,28,90.5,2015.0,東京都新宿区
1583,中央合同庁舎第6号館A棟,21,90.5,1990.0,東京都千代田区
1584,ブランズタワー札幌,28,90.443,2013.0,北海道札幌市
1585,BELISTAタワー春日部,26,90.4,2009.0,埼玉県春日部市
1586,警視庁有家族待機田町住宅,24,90.35,2007.0,東京都港区
1587,NTTファシリティーズ湯島ビル,16,90.3,2011.0,東京都文京区
1588,三田平和ビル,21,90.3,1981.0,東京都港区
1589,シティタワー大泉学園,26,90.2,2010.0,東京都練馬区
1590,三宮センタープラザ東館,19,90.1,1975.0,兵庫県神戸市
1591,毎日放送本社ビル,15,90.0,1990.0,大阪府大阪市
1592,仙台第一生命タワービル,21,90.0,1985.0,宮城県仙台市
1594,グランドメゾン百道浜オーシャン&フォレスト イーストサイド,26,90.0,2010.0,福岡県福岡市
1595,浜松プレスタワー,17,90.0,1985.0,静岡県浜松市
1596,ジ・アーバネックスタワー神戸元町通,27,90.0,2016.0,兵庫県神戸市
1597,東京ガーデンテラス紀尾井町 紀尾井レジデンス,21,90.0,2016.0,東京都千代田区
1598,雲竜フレックスビル,24,90.0,1973.0,愛知県名古屋市
1599,御茶ノ水セントラルビル,20,90.0,1983.0,東京都千代田区
1600,(仮称)乃木坂ナショナルコートマンション建替え計画,25,90.0,2017.0,東京都港区
1601,横濱ユーロタワー山下公園,27,90.0,2004.0,神奈川県横浜市
1602,丸井本社ビル,19,90.0,1994.0,東京都中野区
1603,大和ハウス名古屋ビル,17,90.0,2017.0,愛知県名古屋市
1604,愛知県産業労働センター,18,90.0,2009.0,愛知県名古屋市
1605,東京ベイ有明ワシントンホテル,22,90.0,1996.0,東京都江東区
1606,アートホテルズ札幌,26,90.0,1998.0,北海道札幌市
1607,ハンドレッド・サーカス・イースト・タワー,22,90.0,1975.0,東京都新宿区
1608,パークタワー芝公園,24,89.99,2012.0,東京都港区
1609,クレストタワー品川シーサイド,26,89.99,2008.0,東京都品川区
1610,(仮称)LG Global R&D Center建設プロジェクト,16,89.932,2021.0,神奈川県横浜市
1611,ザ・シーン徳川園,30,89.9,1990.0,愛知県名古屋市
1612,ウェスティンホテル東京,23,89.9,1994.0,東京都目黒区
1613,シティタワー目黒,25,89.9,2017.0,東京都品川区
1614,ジオタワー西宮北口,26,89.86,2008.0,兵庫県西宮市
1615,神保町テラススクエア,17,89.8,2015.0,東京都千代田区
1616,D’グラフォート沖縄タワー,25,89.8,2007.0,沖縄県那覇市
1617,六本木25森ビル,25,89.8,1973.0,東京都港区
1618,宮城県庁,18,89.8,1989.0,宮城県仙台市
1619,THE 千代田麹町 TOWER,23,89.8,2018.0,東京都千代田区
1620,日本都市センター会館,22,89.79,1999.0,東京都千代田区
1621,Ao,16,89.79,2008.0,東京都港区
1622,プレミストタワーズ札幌苗穂 ブライトゲート,27,89.69,2022.0,北海道札幌市
1623,シーノ大宮ノースウィング,20,89.68,2004.0,埼玉県さいたま市
1624,横濱ディアタワー,25,89.63,2003.0,神奈川県横浜市
1625,ジェイタワー西大井,28,89.5,2003.0,東京都品川区
1626,ザ・グランアルト札幌 苗穂ステーションタワー,27,89.45,2021.0,北海道札幌市
1627,芝パークタワー,25,89.412,2001.0,東京都港区
1628,神戸情報文化ビル,18,89.35,1996.0,兵庫県神戸市
1629,ザ・パークハウス中野タワー,24,89.32,2017.0,東京都中野区
1630,日本橋ダイヤビルディング,18,89.3,2014.0,東京都中央区
1631,グランスイート中之島タワー,27,89.3,2005.0,大阪府大阪市
1632,アルファグランデ千桜タワー,25,89.2,2018.0,東京都千代田区
1633,マークス・ザ・タワー三島,21,89.1,2005.0,静岡県三島市
1634,(仮称)ユニゾインエクスプレス大阪南本町,29,89.08,2020.0,大阪府大阪市
1635,京セラミタ R&D センター,20,89.05,2008.0,大阪府大阪市
1636,川崎テックセンター,20,89.0,1988.0,神奈川県川崎市
1637,センターまちや,22,89.0,1996.0,東京都荒川区
1638,横浜野村ビル,17,89.0,2017.0,神奈川県横浜市
1639,常和新横浜ビル,20,89.0,1993.0,神奈川県横浜市
1640,パレール三井ビル,20,89.0,1990.0,神奈川県川崎市
1641,トヨタ自動車東京本社ビル,19,89.0,1982.0,東京都文京区
1642,ビナマークスイースト,23,89.0,2004.0,神奈川県海老名市
1643,住友不動産後楽園ビル,20,88.9,1998.0,東京都文京区
1644,プレミスト牧志タワー国際通り,25,88.9,2010.0,沖縄県那覇市
1645,プラウドタワー木場公園,27,88.89,2017.0,東京都江東区
1646,大同生命大阪本社ビル,19,88.8,1993.0,大阪府大阪市
1647,サンクレア池下,26,88.8,1997.0,愛知県名古屋市
1648,大阪第一生命ビルディング,19,88.78,1990.0,大阪府大阪市
1649,サンコリーヌタワー横須賀中央駅前,26,88.78,2015.0,神奈川県横須賀市
1650,小手指タワーズ エバースカイタワー,23,88.75,2012.0,埼玉県所沢市
1651,ローレルタワー ルネ浜松町,23,88.69,2019.0,東京都港区
1652,シティテラス大井仙台坂ヒルトップガーデン,23,88.64,2012.0,東京都品川区
1653,プラウドタワー石神井公園,25,88.55,2012.0,東京都練馬区
1654,(仮称)西新宿3丁目複合計画 新築工事,24,88.53,2018.0,東京都新宿区
1656,ルネマスターズタワー,27,88.5,2004.0,兵庫県尼崎市
1657,セインツ.25,25,88.4,2007.0,山梨県甲府市
1658,海岸通・エレガーノ神戸,25,88.39,2005.0,兵庫県神戸市
1659,北とぴあ,18,88.3,1990.0,東京都北区
1660,エスリード長堀タワー,26,88.3,2010.0,大阪府大阪市
1661,インプレストタワー芝浦エアレジデンス,25,88.24,2014.0,東京都港区
1662,北海道警察本部庁舎,18,88.2,1995.0,北海道札幌市
1663,東京銀行協会ビル,20,88.2,1993.0,東京都千代田区
1664,グランドメゾン恵比寿の杜,23,88.17,2004.0,東京都渋谷区
1665,ウェリスシティ大森タワー,25,88.15,2008.0,東京都大田区
1666,東横イン熊本駅前,27,88.15,2007.0,熊本県熊本市
1667,乃木坂パークハウス,25,88.11,2010.0,東京都港区
1668,広島イーストビル,19,88.0,1998.0,広島県広島市
1669,アトモスももち,25,88.0,1993.0,福岡県福岡市
1670,アメックス大濠タワー,25,88.0,2006.0,福岡県福岡市
1671,つくば三井ビル,19,88.0,1990.0,茨城県つくば市
1672,十六銀行名古屋ビル,20,88.0,1994.0,愛知県名古屋市
1673,ジオ高槻ミューズレジス,26,88.0,2016.0,大阪府高槻市
1674,ホテルコスモスクエア国際交流センター,21,88.0,1993.0,大阪府大阪市
1675,富士通川崎工場本館,20,88.0,1988.0,神奈川県川崎市
1676,JRおおいたシティ,21,88.0,2015.0,大分県大分市
1677,TK南青山ビル,17,88.0,2003.0,東京都港区
1678,東京医科歯科大学 3号棟(医歯学総合研究棟(Ⅰ期棟)),21,87.85,2004.0,東京都文京区
1679,土佐堀ダイビル,17,87.835,2009.0,大阪府大阪市
1680,住友商事竹橋ビル,16,87.79,1970.0,東京都千代田区
1681,シティタワー梅田イースト,25,87.7,2006.0,大阪府大阪市
1682,アクシア麻布,25,87.7,2005.0,東京都港区
1683,サンマークシティ日暮里ステーションポートタワー,25,87.7,2007.0,東京都荒川区
1684,D’グラフォート熊本タワー,25,87.7,2006.0,熊本県熊本市
